"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "1042", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:17, y"
"main", "1043", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#toString:12, result=""(-1.0, 1.0)"""
"main", "1044", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#toString:12, value=""(-1.0, 1.0)"""
"main", "1045", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "1046", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "1047", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "1048", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:4#addVerticesToList:4, i=2"
"main", "1049", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "1050", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "1051", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:4, vertices"
"main", "1052", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "1053", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "1054", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:4#addVerticesToList:4, target=se.hig.oodp.lab.model.Vertex2D:18#toString:13"
"main", "1055", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "1056", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "1057", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, x"
"main", "1058", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, y"
"main", "1059", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#toString:13, result=""(0.0, 0.0)"""
"main", "1060", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#toString:13, value=""(0.0, 0.0)"""
"main", "1061", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "1062", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "1063", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "1064", "se/hig/oodp/lab/model/figure/Figure.java:127", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=127"
"main", "1065", "se/hig/oodp/lab/model/figure/Figure.java:127", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:4#addVerticesToList:4, value=<void>"
"main", "1066", "se/hig/oodp/lab/model/figure/Triangle.java:56", "Method Returned", " "
"main", "1067", "se/hig/oodp/lab/model/figure/Triangle.java:57", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=57"
"main", "1068", "se/hig/oodp/lab/model/figure/Triangle.java:57", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, target=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1"
"main", "1069", "se/hig/oodp/lab/model/figure/Triangle.java:89", "Method Entered", " "
"main", "1070", "se/hig/oodp/lab/model/figure/Triangle.java:92", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=92"
"main", "1071", "se/hig/oodp/lab/model/figure/Triangle.java:92", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMin=4.9E-324"
"main", "1072", "se/hig/oodp/lab/model/figure/Triangle.java:92", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMin=4.9E-324"
"main", "1073", "se/hig/oodp/lab/model/figure/Triangle.java:92", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMax=4.9E-324"
"main", "1074", "se/hig/oodp/lab/model/figure/Triangle.java:92", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMax=4.9E-324"
"main", "1075", "se/hig/oodp/lab/model/figure/Triangle.java:94", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=94"
"main", "1076", "se/hig/oodp/lab/model/figure/Triangle.java:94", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, position"
"main", "1077", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=99"
"main", "1078", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:4, vertices"
"main", "1079", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, v=se.hig.oodp.lab.model.Vertex2D:16"
"main", "1080", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1081", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:16#getX:5"
"main", "1082", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1083", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1084", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:16, x"
"main", "1085", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#getX:5, result=-2.0"
"main", "1086", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:16#getX:5, value=-2.0"
"main", "1087", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Returned", " "
"main", "1088", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1089", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMin=-2.0"
"main", "1090", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1091", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:16#getY:5"
"main", "1092", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1093", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1094", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:16, y"
"main", "1095", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#getY:5, result=2.0"
"main", "1096", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:16#getY:5, value=2.0"
"main", "1097", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Returned", " "
"main", "1098", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1099", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMin=4.9E-324"
"main", "1100", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1101", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:16#getX:6"
"main", "1102", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1103", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1104", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:16, x"
"main", "1105", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#getX:6, result=-2.0"
"main", "1106", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:16#getX:6, value=-2.0"
"main", "1107", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Returned", " "
"main", "1108", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1109", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMax=4.9E-324"
"main", "1110", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1111", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:16#getY:6"
"main", "1112", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1113", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1114", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:16, y"
"main", "1115", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#getY:6, result=2.0"
"main", "1116", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:16#getY:6, value=2.0"
"main", "1117", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Returned", " "
"main", "1118", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1119", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMax=2.0"
"main", "1120", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=99"
"main", "1121", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, v=se.hig.oodp.lab.model.Vertex2D:17"
"main", "1122", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1123", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:17#getX:7"
"main", "1124", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1125", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1126", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:17, x"
"main", "1127", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#getX:7, result=-1.0"
"main", "1128", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#getX:7, value=-1.0"
"main", "1129", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Returned", " "
"main", "1130", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1131", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMin=-2.0"
"main", "1132", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1133", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:17#getY:7"
"main", "1134", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1135", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1136", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:17, y"
"main", "1137", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#getY:7, result=1.0"
"main", "1138", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#getY:7, value=1.0"
"main", "1139", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Returned", " "
"main", "1140", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1141", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMin=4.9E-324"
"main", "1142", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1143", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:17#getX:8"
"main", "1144", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1145", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1146", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:17, x"
"main", "1147", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#getX:8, result=-1.0"
"main", "1148", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#getX:8, value=-1.0"
"main", "1149", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Returned", " "
"main", "1150", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1151", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMax=4.9E-324"
"main", "1152", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1153", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:17#getY:8"
"main", "1154", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1155", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1156", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:17, y"
"main", "1157", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#getY:8, result=1.0"
"main", "1158", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#getY:8, value=1.0"
"main", "1159", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Returned", " "
"main", "1160", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1161", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMax=2.0"
"main", "1162", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=99"
"main", "1163", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, v=se.hig.oodp.lab.model.Vertex2D:18"
"main", "1164", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1165", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:18#getX:9"
"main", "1166", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1167", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1168", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, x"
"main", "1169", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#getX:9, result=0.0"
"main", "1170", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#getX:9, value=0.0"
"main", "1171", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Method Returned", " "
"main", "1172", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=100"
"main", "1173", "se/hig/oodp/lab/model/figure/Triangle.java:100", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMin=-2.0"
"main", "1174", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1175", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:18#getY:9"
"main", "1176", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1177", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1178", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, y"
"main", "1179", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#getY:9, result=0.0"
"main", "1180", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#getY:9, value=0.0"
"main", "1181", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Method Returned", " "
"main", "1182", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=101"
"main", "1183", "se/hig/oodp/lab/model/figure/Triangle.java:101", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMin=0.0"
"main", "1184", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1185", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:18#getX:10"
"main", "1186", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "1187", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "1188", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, x"
"main", "1189", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#getX:10, result=0.0"
"main", "1190", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#getX:10, value=0.0"
"main", "1191", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Method Returned", " "
"main", "1192", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=102"
"main", "1193", "se/hig/oodp/lab/model/figure/Triangle.java:102", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMax=4.9E-324"
"main", "1194", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1195", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:18#getY:10"
"main", "1196", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "1197", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "1198", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:18, y"
"main", "1199", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#getY:10, result=0.0"
"main", "1200", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#getY:10, value=0.0"
"main", "1201", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Method Returned", " "
"main", "1202", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=103"
"main", "1203", "se/hig/oodp/lab/model/figure/Triangle.java:103", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMax=2.0"
"main", "1204", "se/hig/oodp/lab/model/figure/Triangle.java:99", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=99"
"main", "1205", "se/hig/oodp/lab/model/figure/Triangle.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=106"
"main", "1206", "se/hig/oodp/lab/model/figure/Triangle.java:106", "Variable Delete", " method=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1 <name=v,type=se.hig.oodp.lab.model.Vertex2D (id=242),value=<?>,index=4>"
"main", "1207", "se/hig/oodp/lab/model/figure/Triangle.java:106", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, xMid=-1.0"
"main", "1208", "se/hig/oodp/lab/model/figure/Triangle.java:107", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=107"
"main", "1209", "se/hig/oodp/lab/model/figure/Triangle.java:107", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, yMid=1.0"
"main", "1210", "se/hig/oodp/lab/model/figure/Triangle.java:108", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=108"
"main", "1211", "se/hig/oodp/lab/model/figure/Triangle.java:108", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "1212", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=109"
"main", "1213", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Field Read", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, position"
"main", "1214", "se/hig/oodp/lab/model/figure/Triangle.java:109", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#calculateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2"
"main", "1215", "se/hig/oodp/lab/model/Vertex2D.java:59", "Method Entered", " "
"main", "1216", "se/hig/oodp/lab/model/Vertex2D.java:59", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2, y=1.0"
"main", "1217", "se/hig/oodp/lab/model/Vertex2D.java:59", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2, x=-1.0"
"main", "1218", "se/hig/oodp/lab/model/Vertex2D.java:61", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=61"
"main", "1219", "se/hig/oodp/lab/model/Vertex2D.java:61", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:20"
"main", "1220", "se/hig/oodp/lab/model/Vertex2D.java:61", "Method Call", " caller=se.hig.oodp.lab.model.Vertex2D:19#moveTo:2, target=se.hig.oodp.lab.model.Vertex2D:20#se.hig.oodp.lab.model.Vertex2D:20"
"main", "1221", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "1222", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:20#se.hig.oodp.lab.model.Vertex2D:20, y=1.0"
"main", "1223", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:20#se.hig.oodp.lab.model.Vertex2D:20, x=-1.0"
"main", "1224", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "1225", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "1226", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:20, x=-1.0"
"main", "1227", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "1228", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:20, y=1.0"
